row_id,Moisture_T30,Moisture_T15
480,-9.607680499132918,-7.738830117380148
481,-5.827639446445363,-6.317621719851694
482,-6.531912471702505,-3.6984541996010982
483,-3.910710993479828,
484,-5.513444848413814,-5.091173223788459
485,-6.51652989807152,-5.171289622728379
486,-5.9794456021384566,-5.246417573319848
487,-4.753041508702041,-3.7171241981845196
488,-6.5437588725045615,-4.36497966021189
489,-5.248089574385973,-5.887208709308341
490,-4.704988698016298,-5.799083449585575
491,-5.940058827141519,-5.089306422374063
492,-6.427400461762106,-6.737561603775124
493,-4.741851346494942,-5.938016059095931
494,-5.348847161978294,-4.767522315492542
495,-5.339637364666572,-6.095303814001658
496,-5.340018636154783,-4.621917374266314
497,-4.711841660507548,-5.617159409417496
498,-5.801422785990388,-5.433473874623676
499,-6.199858070013318,-6.281423006349522
500,-5.2758977381415235,-6.048835348446996
501,-5.273512104200768,-5.965368646624899
502,-4.711841660507548,-5.617159409417496
503,-5.324502605585435,-5.431870184316049
504,-6.557434422257371,-5.771686250769466
505,-4.7645579107423845,-5.612157330276716
506,-6.863627988260445,-7.616491079395762
507,-4.711841660507548,-5.617159409417496
508,-6.199858070013318,-6.281423006349522
509,-6.568451682876629,-6.995296888680013
510,-5.641478199388062,-4.978017073731362
511,-5.560551519535464,-4.74282602838543
512,-3.8774023621966562,-3.979788134381046
513,-5.513444848413814,-5.091173223788459
514,-4.7645579107423845,-5.612157330276716
515,-4.753041508702041,-3.7171241981845196
516,-6.816595039668673,-7.253078480070773
517,-5.210675540143937,-5.384051016131494
518,-4.711841660507548,-5.617159409417496
519,-6.142292799943857,-8.034315358884497
520,-5.340018636154783,-4.621917374266314
521,-5.940058827141519,-5.089306422374063
522,-6.427400461762106,-6.737561603775124
523,-5.8849343840986865,-4.781405349738032
524,-4.5601071459962785,-3.8129922291929095
525,-5.340018636154783,-4.621917374266314
526,-6.568451682876629,-6.995296888680013
527,-4.4006763653583025,-5.199939488227642
528,-9.607680499132918,-7.738830117380148
529,-4.833680288465239,
530,-5.513444848413814,-5.091173223788459
531,-5.53432450243879,-3.9275249182073715
532,-6.144075312037756,-5.100396821739668
533,-6.199310626094156,-3.510029881703753
534,-6.5437588725045615,-4.36497966021189
535,-7.912484037222569,-7.323810830151947
536,-4.538725355089602,-4.148198896959601
537,-5.36310109682004,-4.795001141707385
538,-6.871884667436231,-6.71678788441921
539,-8.375196396915417,-4.470279877649331
540,-6.209168686998918,-3.6803202856476176
541,-4.915599067748321,-3.9616438646887175
542,-6.388208034331082,-6.8903230944768605
543,-5.480447819929161,-4.824014192336929
544,-8.114305871566003,-8.830377252614886
545,-5.365411891058208,-4.071514964530298
546,-4.711841660507548,-5.617159409417496
547,-13.0500409575834,-11.653590066281627
548,-6.142292799943857,-8.034315358884497
549,-5.443010444071605,-4.888504352147091
550,-6.907727437462299,-6.501772920945742
551,-5.102732293984877,-6.4172513267421145
552,-4.915552786672679,-5.739391618041651
553,-6.437882656281603,-6.045935541350284
554,-4.342693875125098,-4.842654412665954
555,-6.9001262190584045,-7.722565074854951
556,-5.103885710997377,-5.294316293456541
557,-5.132083435142292,-5.192081730087909
558,-5.81771756112116,-6.06894450126456
559,-6.160167876411531,-6.190167113387809
560,-5.13241385783812,-4.858967761692685
561,-5.142815811793881,-6.519208489868257
562,-10.311585258243456,-10.492059359112051
563,-5.527889670892476,-3.9297525166883807
564,-5.558049314143275,-5.152948934349276
565,-5.502415107321225,-6.154264842282833
566,-4.549684180169075,-4.542529036500628
567,-8.772585989174383,-9.370515963226481
568,-6.615083074642159,-6.968686872206053
569,-5.30129297401623,-6.639330105717226
570,-8.843893006081503,-8.60157867062282
